编号,租金,租赁方式,地铁距离,房屋类型,房屋面积,朝向,楼层,车位,用电,采暖,电梯,用水,燃气,区域
BJ2871898448905641984,6100,整租,,2室1厅1卫,56.9,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2900053059101540352,6600,整租,343m,2室1厅1卫,61.65,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2901501341006299136,14500,整租,491m,3室1厅2卫,135.48,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1564919402581721088,4500,整租,1008m,1室1厅1卫,42.05,西南,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2902790015417589760,7800,整租,948m,1室1厅1卫,72.96,西,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1570999344394403840,6500,整租,288m,2室1厅1卫,60.86,西北,中楼层,租用车位,民电,集中供暖,有,民水,有,东城
BJ2894012340204732416,6300,整租,289m,1室1厅1卫,59,南,低楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2846939556975222784,45000,整租,,5室3厅7卫,421.47,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,朝阳
BJ2865937428421033984,16000,整租,977m,3室2厅3卫,150,南/北,低楼层,免费使用,民电,自采暖,无,民水,有,朝阳
BJ2834162269611630592,48000,整租,876m,4室2厅4卫,450,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1573287658854023168,8000,整租,603m,3室1厅2卫,75.03,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ2873769248319619072,13500,整租,862m,3室2厅2卫,126.7,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1572139835836071936,8300,整租,863m,3室1厅1卫,78,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ1571071695974825984,6000,整租,373m,2房间1卫,56.43,北,中楼层,租用车位,商电,集中供暖,有,商水,无,朝阳
BJ1572778397099098112,8500,整租,366m,2室1厅1卫,80.15,东南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1574324654611365888,8500,整租,366m,2室2厅1卫,80.15,南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2902047494643400704,6500,整租,1020m,1室1厅1卫,61.34,北,低楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ2894909806068637696,12500,整租,,2室1厅2卫,118,南,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2906667080894128128,7200,整租,,1室1厅1卫,68,西,中楼层,租用车位,民电,自采暖,有,民水,有,海淀
BJ2899252674639691776,5500,整租,811m,1室1厅1卫,52,南,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1569546632893038592,3700,整租,1185m,1室0厅1卫,35,东南,高楼层,租用车位,民电,集中供暖,有,民水,无,丰台
BJ1574647168428408832,15200,整租,,4室2厅2卫,144,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,亦庄开发区
BJ1568925116199337984,33000,整租,,2房间1卫,312.68,南,低楼层,免费使用,商电,集中供暖,有,民水,无,丰台
BJ2902326396464939008,7800,整租,425m,2室1厅1卫,74,南/北,中楼层,租用车位,民电,自采暖,无,民水,有,东城
BJ2870968620337872896,11800,整租,771m,2室1厅1卫,112,北,中楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ1571870895469756416,4300,整租,709m,1室0厅1卫,40.84,东南,高楼层,免费使用,民电,自采暖,有,民水,有,丰台
BJ2852790833437220864,26000,整租,,3室2厅4卫,247,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1565951768049745920,7300,整租,288m,1室1厅1卫,69.36,西南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1575104233907159040,6100,整租,630m,2室1厅1卫,58,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2835487717390303232,3800,整租,,3房间1卫,36.15,东,中楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ2885440323444539392,12500,整租,268m,3室2厅2卫,119,东/南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2902060386020753408,6300,整租,568m,2室1厅1卫,60,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2902162950419136512,5980,整租,604m,1室1厅1卫,57,南,高楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2882496752416727040,15000,整租,,3室2厅2卫,143,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1573570407385006080,9000,整租,967m,2室2厅1卫,85.82,西/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2894224846890475520,6500,整租,620m,2室1厅1卫,62,南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1570262421220622336,6500,未知,706m,1室1厅1卫,62,南,中楼层,租用车位,民电,集中供暖,有,民水,有,东城
BJ2884066086431490048,9000,整租,1127m,3房间1卫,86,南,中楼层,租用车位,商电,集中供暖,有,商水,有,昌平
BJ1570346621437214720,6300,整租,348m,2室1厅1卫,60.2,东/西,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1571773037261357056,15000,整租,224m,3室2厅2卫,143.34,西,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2894023477936005120,14500,整租,,3室1厅2卫,138.68,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1565307573777727488,6900,整租,1199m,1室1厅1卫,66,南,中楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ2859320841718734848,4000,整租,补952,2室1厅1卫,38.27,西,高楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2894032845629046784,7000,整租,补743,1室1厅1卫,67,东,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2886096897788362752,12000,整租,114m,3室1厅2卫,114.89,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1566771637473247232,12000,整租,381m,3室1厅2卫,114.93,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1573250057493282816,5500,整租,,2室1厅1卫,52.69,南,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2855777791201247232,18500,整租,,3室2厅2卫,177.26,南,中楼层,租用车位,民电,自采暖,有,民水,有,海淀
BJ2886210560741867520,4800,整租,489m,1房间1卫,46,北,低楼层,免费使用,民电,集中供暖,有,民水,有,房山
BJ2778265753466978304,29000,整租,539m,5室2厅4卫,278,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,亦庄开发区
BJ2874576013885980672,12500,整租,,3室2厅2卫,120,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,海淀
BJ1568476131374399488,5000,整租,347m,1室1厅1卫,48,南,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1571739344975167488,5000,整租,511m,1室0厅1卫,48,北,中楼层,租用车位,民电,自采暖,有,民水,有,西城
BJ2847036501693571072,5100,整租,,1室1厅1卫,49,南,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2897919403813781504,15500,整租,403m,2室2厅2卫,149,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1567472736710688768,5200,整租,946m,1室1厅1卫,50,西,高楼层,租用车位,民电,集中供暖,有,民水,有,东城
BJ2893563846172082176,5200,整租,,1房间1卫,50,西,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2879621265294376960,7800,整租,98m,2室1厅1卫,75,南/北,中楼层,租用车位,商电,集中供暖,有,商水,有,朝阳
BJ2895634309606555648,5200,整租,888m,2室1厅1卫,50.1,东,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1569317419208409088,11000,整租,1042m,2室1厅1卫,106,西南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2903741611651907584,19500,整租,403m,3室2厅2卫,188,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2834054670547697664,5900,整租,229m,2室1厅1卫,57,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1573230456483086336,6300,整租,683m,2室1厅1卫,61,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2906538924086132736,8000,整租,417m,1室1厅1卫,77.5,北,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1566059271848722432,13200,整租,1076m,3室1厅2卫,128,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,西城
BJ1566627673210355712,6700,整租,221m,2室1厅1卫,65,南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1572528064628260864,6900,整租,975m,2室1厅1卫,67,东/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2864381533802725376,7200,整租,补935,3室1厅1卫,70,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,丰台
BJ2794252665897353216,14600,整租,573m,3室2厅2卫,142,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2892854793201008640,14600,整租,424m,2室1厅1卫,142,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2868155204971266048,10500,整租,511m,3室1厅1卫,102.2,东南,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1570490455383080960,3800,整租,888m,3房间2卫,37,西,低楼层,租用车位,民电,集中供暖,有,民水,无,通州
BJ2904190190920933376,7600,整租,932m,2室1厅1卫,74,东,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1569547885010223104,4700,整租,493m,1室1厅1卫,45.81,南,高楼层,免费使用,民电,集中供暖,有,民水,有,朝阳
BJ1569967472285581312,4000,整租,1081m,1室0厅1卫,39,南,低楼层,免费使用,民电,自采暖,有,民水,有,丰台
BJ2865143059648626688,8500,整租,131m,3室1厅1卫,83,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1565184187802058752,4300,整租,208m,2房间2卫,42,西,低楼层,免费使用,民电,集中供暖,有,民水,无,大兴
BJ2820277307942641664,14000,整租,,3室1厅2卫,136.76,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1570360101275959296,11000,整租,500m,2室1厅1卫,107.57,东南,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2906579586764505088,10300,整租,491m,2室1厅1卫,100.78,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1566345338644594688,9500,整租,45m,1室0厅0卫,93,西,中楼层,租用车位,民电,集中供暖,有,民水,无,东城
BJ1571435598810447872,8000,整租,863m,2室2厅1卫,78.4,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ1572562287741370368,5200,整租,115m,1房间1卫,51,东北,高楼层,租用车位,民电,集中供暖,有,民水,无,昌平
BJ2898666514498994176,8000,整租,,2室1厅1卫,78.49,东,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2892893250597683200,10700,整租,501m,2室2厅1卫,105,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2855811006733754368,9000,整租,,3室1厅1卫,88.36,南/西/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2897674809326977024,9500,整租,333m,2室1厅1卫,93.28,西,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1567730349306281984,5700,整租,722m,1房间1卫,56,西,中楼层,租用车位,民电,集中供暖,有,民水,无,东城
BJ2903627921015455744,5900,整租,1174m,1室1厅1卫,58,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1574703234499477504,6000,整租,416m,2房间1卫,59,西,低楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ1565900563424477184,12000,整租,445m,3室1厅2卫,118,西南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2885478757622087680,6100,整租,607m,2室1厅1卫,60,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2871114001691967488,9500,整租,558m,3室1厅1卫,93.45,东南,中楼层,租用车位,民电,集中供暖,有,民水,有,西城
BJ2894898521117835264,6500,整租,668m,2室1厅1卫,64,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2818755595669618688,6500,整租,239m,1房间1卫,64,西,中楼层,租用车位,商电,集中供暖,有,商水,有,亦庄开发区
BJ2875930207872106496,6800,整租,814m,1房间1卫,67,西,高楼层,租用车位,商电,自采暖,有,商水,无,朝阳
BJ1575321573617827840,7000,整租,1179m,1室1厅1卫,69,南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1573176659933134848,16000,整租,455m,3室2厅2卫,158,东南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1569907973172494336,6200,整租,348m,2室1厅1卫,61.4,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1568095697327095808,5800,整租,831m,2室1厅1卫,57.48,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2812425862283272192,12000,整租,1129m,2室1厅2卫,118.97,西,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2885553323044511744,13000,整租,511m,3室2厅1卫,129,东,低楼层,租用车位,民电,自采暖,有,民水,有,西城
BJ2863028958910758912,6000,整租,,2室1厅1卫,59.6,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2895459119374794752,6000,整租,1020m,2室1厅1卫,59.61,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2811558301966270464,21500,整租,539m,6房间3卫,213.61,东南/西北,中楼层,租用车位,商电,集中供暖,有,商水,有,亦庄开发区
BJ1569540267839586304,11000,整租,1064m,2室1厅1卫,109.42,南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2819510733010903040,19800,整租,788m,4室1厅2卫,197,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1571459500731269120,7200,整租,565m,2室1厅1卫,71.67,南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2896943109512634368,11000,整租,870m,2室1厅2卫,109.52,东/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1572067759058059264,5800,整租,511m,1室0厅1卫,57.75,西,中楼层,租用车位,民电,自采暖,有,民水,有,西城
BJ1571005464525668352,7500,整租,519m,1室1厅1卫,74.68,东北,中楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2906589275196243968,12000,整租,870m,2室1厅2卫,119.6,东,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1571082438900187136,8000,整租,1137m,2室1厅1卫,79.8,西/北,低楼层,租用车位,民电,自采暖,有,民水,有,海淀
BJ2868169454137638912,8200,整租,722m,2室1厅1卫,81.97,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2897899353270665216,14000,整租,1199m,3室2厅2卫,139.96,西南,中楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2895486041932693504,5500,整租,608m,1房间1卫,55,南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1574332217482543104,5500,整租,,1室1厅1卫,55,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1566732657138597888,6000,整租,923m,1房间1卫,60,南,高楼层,免费使用,民电,集中供暖,有,民水,无,石景山
BJ2884800536106762240,4500,整租,,1室1厅2卫,45,西,高楼层,租用车位,商电,集中供暖,有,商水,无,顺义
BJ1572477865054699520,8800,整租,1127m,3房间1卫,88,西/北,高楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ1573927995654012928,4500,整租,,1室0厅1卫,45,南,高楼层,免费使用,商电,集中供暖,有,商水,有,海淀
BJ1564895392078757888,9000,整租,,3室1厅1卫,90,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2867260068867342336,13500,整租,912m,3室2厅2卫,135,南/北,低楼层,租用车位,民电,集中供暖,有,商水,有,朝阳
BJ2874638345555165184,4500,整租,1046m,1室0厅1卫,45,南,低楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2896946574293221376,4700,整租,992m,1室1厅1卫,47,西南,低楼层,免费使用,民电,集中供暖,有,民水,有,朝阳
BJ1569616734766235648,4400,整租,437m,1室0厅1卫,44,北,低楼层,免费使用,商电,集中供暖,有,商水,有,石景山
BJ1570270632979988480,6000,整租,170m,2室1厅1卫,60,南,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1572154776597037056,6500,整租,,3房间1卫,65,东,高楼层,租用车位,商电,集中供暖,有,商水,无,朝阳
BJ2897814245951676416,15000,整租,,2室1厅1卫,150,东/西,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1566782304389431296,4200,整租,1081m,1室0厅1卫,42,东,低楼层,免费使用,民电,自采暖,有,民水,有,丰台
BJ2892792527172141056,16200,整租,289m,3室2厅2卫,162.06,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1567012112788619264,7500,整租,511m,2室1厅1卫,75.03,西南,低楼层,租用车位,民电,自采暖,有,民水,有,西城
BJ2862404884081688576,6000,整租,421m,2室1厅1卫,60.07,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,西城
BJ2902171228716670976,10000,整租,427m,3室1厅1卫,100.14,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1572139484953182208,7500,整租,921m,1室1厅1卫,75.17,西,低楼层,租用车位,民电,集中供暖,有,民水,有,东城
BJ1569237758440898560,6500,整租,,1室1厅1卫,65.44,东/北,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1570763129552371712,16500,整租,169m,4室2厅2卫,166.33,南/西/北,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
